ignore,To deliberately not listen or pay attention to.; To pretend to not notice someone or something.; Fail to notice.
output,Production; quantity produced, created, or completed.; Data sent out of the computer, as to output device such as a monitor or printer, or data sent from one program on the computer to another.; The flow rate of body liquids such as blood and urine.
bilingual,A person who is able to use two languages.; Having the ability to speak two languages.; Spoken or written in two different languages.
chemical,Any specific chemical element or chemical compound or alloy.; An artificial chemical compound.; An addictive drug.
coverage,An amount by which something or someone is covered.; The amount of space or time given to an event in newspapers or on television.; The average number of reads representing a given nucleotide in the reconstructed sequence.
initial,The first letter of a word or a name.; In plural, the first letter of each word of a person's full name considered as a unit.; A distinguished initial letter of a chapter or section of a document.
evidence,Facts or observations presented in support of an assertion.; Anything admitted by a court to prove or disprove alleged matters of fact in a trial.; One who bears witness.
cash,Money in the form of notes/bills and coins, as opposed to cheques/checks or electronic transactions.; Liquid assets, money that can be traded quickly, as distinct from assets that are invested and cannot be easily exchanged.; Money.
input,The act or process of putting in; infusion.; That which is put in, as in an amount.; Contribution of work or information, as an opinion or advice.
register,A machine that tabulates the amount of sales transactions, makes a permanent and cumulative record of them, and has a drawer in which cash can be kept.; A point of sale.; A formal recording of names, events, transactions etc.
librarian,The keeper, manager of a library.; One who cares for the publications, files etc. in a library, whether staff or volunteer.; A person who processes and organizes information.
court,An enclosed space; a courtyard; an uncovered area shut in by the walls of a building, or by different buildings; also, a space opening from a street and nearly surrounded by houses; a blind alley.; (social) Royal society.; Attention directed to a person in power; behaviour designed to gain favor; politeness of manner; civility towards someone
cocoa,The dried and partially fermented fatty seeds of the cacao tree from which chocolate is made.; An unsweetened brown powder made from roasted, ground cocoa beans, used in making chocolate, and in cooking.; A hot drink made with milk, cocoa powder, and sugar.
gender,Class; kind.; (grammar) A division of nouns and pronouns (and sometimes of other parts of speech) into masculine or feminine, and sometimes other categories like neuter or common, and animate or inanimate.; (now sometimes proscribed) Sex (a category such as "male" or "female" into which sexually-reproducing organisms are divided on the basis of their reproductive roles in their species).
goggle,A wide-eyed stare or affected rolling of the eye.; (in the plural) A pair of protective eyeglasses.; To stare (at something) with wide eyes.
department,A part, portion, or subdivision.; A distinct course of life, action, study, or the like.; A subdivision of an organization.
assess,To determine, estimate or judge the value of; to evaluate; To impose or charge, especially as punishment for an infraction.; To calculate and demand (the tax money due) from a person or entity.
native,An aboriginal inhabitant of a region colonized by English-speaking people; in particular:; Aboriginal inhabitant of a region colonized by English-speaking people; in particular:; A person who is native to a place; a person who was born in a place.
recovery,The act or process of regaining or repossession of something lost.; A return to normal health.; A return to former status or position.
mood,A mental or emotional state, composure.; Emotional character (of a work of music, literature, or other art).; A sullen, gloomy or angry mental state; a bad mood.
mistake,An error; a blunder.; A pitch which was intended to be pitched in a hard-to-hit location, but instead ends up in an easy-to-hit place.; To understand wrongly, taking one thing or person for another.
misunderstand,To understand incorrectly, while believing one has understood correctly.
circumstance,That which attends, or relates to, or in some way affects, a fact or event; an attendant thing or state of things.; An event; a fact; a particular incident.; Circumlocution; detail.
vitality,The capacity to live and develop.; Energy or vigour.; That which distinguishes living from nonliving things; life, animateness.
emphasise,To stress, give emphasis or extra weight to (something).
rugby,(usually uncountable) A form of football in which players can hold or kick an ovoid ball. The ball cannot be handled forwards and points are scored by touching the ball to the ground in the area past their opponent’s territory or kicking the ball between goalposts and over a crossbar.; A loose fitting shirt with a collar, as worn by rugby players.; Rubber cement, contact cement.
identity,Sameness, identicalness; the quality or fact of (several specified things) being the same.; The difference or character that marks off an individual or collective from the rest of the same kind, selfhood, sense of who something or someone or oneself is, or the recurring characteristics that enable the recognition of such an individual or group by others or themself.; A name or persona—a mask or appearance one presents to the world—by which one is known.
scholarship,A grant-in-aid to a student.; The character or qualities of a scholar.; The activity, methods or attainments of a scholar.
exception,The act of excepting or excluding; exclusion; restriction by taking out something which would otherwise be included, as in a class, statement, rule.; That which is excepted or taken out from others; a person, thing, or case, specified as distinct, or not included.; An objection, on legal grounds; also, as in conveyancing, a clause by which the grantor excepts or reserves something before the right is transferred.
prove,To proofread.; To make resistant, especially to water.; To allow yeast-containing dough to rise.
philosophy,The love of wisdom.; An academic discipline that seeks truth through reasoning rather than empiricism.; A comprehensive system of belief.
employment,The work or occupation for which one is used, and often paid; The act of employing; A use, purpose
chapter,(authorship) One of the main sections into which the text of a book is divided.; A section of a social or religious body.; A sequence (of events), especially when presumed related and likely to continue.
sky,The atmosphere above a given point, especially as visible from the ground during the day.; The part of the sky which can be seen from a specific place or at a specific time; its condition, climate etc.; Heaven.
architectural,Pertaining to architecture.; Resembling architecture in style; seeming to have been designed (by an architect).
earth,The third planet of the Solar System; the world upon which humans live.; The personification of the Earth or earth, as a fertile woman or goddess.; Soil.
flat,An area of level ground.; A note played a semitone lower than a natural, denoted by the symbol ♭ placed after the letter representing the note (e.g., B♭) or in front of the note symbol (e.g. ♭♪).; A flat tyre/tire.
increasingly,Increasing in amount or intensity
reform,The change of something that is defective, broken, inefficient or otherwise negative, in order to correct or improve it; To put into a new and improved form or condition; to restore to a former good state, or bring from bad to good; to change from worse to better; To return to a good state; to amend or correct one's own character or habits
employee,An individual who provides labor to a company or another person.
decrease,An amount by which a quantity is decreased.; A reduction in the number of stitches, usually accomplished by suspending the stitch to be decreased from another existing stitch or by knitting it together with another stitch. See Decrease (knitting).; Of a quantity, to become smaller.
sector,Section; Zone (designated area).; Part of a circle, extending to the center
playlist,A list of recorded songs scheduled to be played on a radio station.; A list of tracks to be played in a particular sequence, as from an audio CD.; A list of songs, prepared for a band or musical artist, to be performed during a concert; a setlist.
undergo,To go or move under or beneath.; To experience; to pass through a phase.; To suffer or endure; bear with.
fully,In a full manner; without lack or defect.; In a full degree; to a full extent.; As a minimum; at least.
protective,Something that protects.; A condom.; Serving, intended or wishing to protect
partnership,The state of being associated with a partner.; An association of two or more people to conduct a business,; The period when two specific batsmen are batting, from the fall of one wicket until the fall of the next; the number of runs scored during this period,
connection,The act of connecting.; The point at which two or more things are connected.; A feeling of understanding and ease of communication between two or more people.
sociology,The study of society, human social interaction and the rules and processes that bind and separate people not only as individuals, but as members of associations, groups and institutions
experiment,A test under controlled conditions made to either demonstrate a known truth, examine the validity of a hypothesis, or determine the efficacy of something previously untried.; Experience, practical familiarity with something.; To conduct an experiment.
economy,Effective management of a community or system, or especially its resources.; The study of money, currency and trade, and the efficient use of resources.; Frugal use of resources.
fairly,(manner) In a fair manner; fair; not biased or skewed or favouring a certain party; Favorably; auspiciously; commodiously.; Honestly; properly.
ethical,An ethical drug, one only dispensed on the prescription of a physician.; Of or relating to the study of ethics.; Of or relating to the accepted principles of right and wrong, especially those of some organization or profession.
perception,The organisation, identification and interpretation of sensory information.; Conscious understanding of something.; Vision (ability)
immediately,In an immediate manner; instantly or without delay.; Directly (as soon as). Indicates that the independent clause describes something that occurs immediately after the dependent clause's referent does.
assistance,Aid; help; the act or result of assisting.
rely,(with on or upon, formerly also with in) to trust; to have confidence in; to depend.
previous,An existing criminal record (short for "previous convictions"); A track record of similar behaviour.; Prior; occurring before something else, either in time or order.
counter,One who counts; A reckoner; someone who collects data by counting; an enumerator.; An object (now especially a small disc) used in counting or keeping count, or as a marker in games, etc.
experimental,The subject of an experiment.; Pertaining to or founded on experiment.; Serving to be experimented upon; used in an experiment.
historian,A writer of history; a chronicler; an annalist.; One who studies or researches history.; One who recounts their own medical history.
cosmetic,Any substances applied to enhance the external color or texture of the skin, e.g. lipstick, eyeshadow, eyeliner; makeup.; A feature existing only on the surface.; Imparting or improving beauty, particularly the beauty of the complexion.
credit,Reliance on the truth of something said or done; faith; trust.; Recognition and respect.; Acknowledgement of a contribution, especially in the performing arts.
quiz,An odd, puzzling or absurd person or thing.; A competition in the answering of questions.; A school examination of less importance, or of greater brevity, than others given in the same course.
mechanics,The branch of physics that deals with the action of forces on material objects with mass; The design and construction of machines.; (writing) Spelling and punctuation.
specialise,To make distinct or separate, particularly:; To become distinct or separate, particularly:
morbid,Of, or relating to disease.; (by extension) Taking an interest in unhealthy or unwholesome subjects such as death, decay, disease.; Suggesting the horror of death; macabre or ghoulish
hire,Payment for the temporary use of something.; Reward, payment.; The state of being hired, or having a job; employment.
wage,(often in plural) An amount of money paid to a worker for a specified quantity of work, usually calculated on an hourly basis and expressed in an amount of money per hour.; To wager, bet.; To expose oneself to, as a risk; to incur, as a danger; to venture; to hazard.
lack,A defect or failing; moral or spiritual degeneracy.; A deficiency or need (of something desirable or necessary); an absence, want.; To be without, to need, to require.
false,One of two options on a true-or-false test.; Untrue, not factual, factually incorrect.; Based on factually incorrect premises.
explore,An exploration; a tour of a place to see what it is like.; To seek for something or after someone.; To examine or investigate something systematically.
insurance,A means of indemnity against a future occurrence of an uncertain event.; The business of providing insurance.; Any attempt to forestall an unfavorable event.
automate,To replace or enhance human labor with machines.
audience,A group of people within hearing; specifically, a large gathering of people listening to or watching a performance, speech, etc.; Hearing; the condition or state of hearing or listening.; A widespread or nationwide viewing or listening public, as of a TV or radio network or program.
pacific,Calm, peaceful.; Preferring peace by nature; avoiding violence.
omit,To leave out or exclude.; To fail to perform.; To neglect or take no notice of.
undertake,To take upon oneself; to start, to embark on (a specific task etc.).; To commit oneself (to an obligation, activity etc.).; To overtake on the wrong side.
debate,An argument, or discussion, usually in an ordered or formal setting, often with more than two people, generally ending with a vote or other decision.; An informal and spirited but generally civil discussion of opposing views.; Discussion of opposing views.
consist,To be.; To exist.; (with in) To be comprised or contained.
concise,To make concise; to abridge or summarize.; Brief, yet including all important information
via,A main road or highway, especially in ancient Rome. (Mainly used in set phrases, below.); A small hole in a printed circuit board filled with metal which connects two or more layers.; By way of; passing through.
implement,A tool or instrument for working with.; To bring about; to put into practice; To carry out; to do
recognition,The act of recognizing or the condition of being recognized (matching a current observation with a memory of a prior observation of the same entity); Acceptance as valid or true; Official acceptance of the status of a new government by that of another country
brief,A writ summoning one to answer to any action.; An answer to any action.; A memorandum of points of fact or of law for use in conducting a case.
professor,The most senior rank for an academic at a university or similar institution, informally also known as "full professor." Abbreviated Prof.; A teacher or faculty member at a college or university regardless of formal rank.; One who professes something, such as a religious doctrine.
gallery,An institution, building, or room for the exhibition and conservation of works of art.; An establishment that buys, sells, and displays works of art.; The uppermost seating area projecting from the rear or side walls of a theater, concert hall, or auditorium.
optional,Something that is not compulsory, especially part of an academic course.; (sometimes capitalized) In various programming languages, a kind of variable that is assigned a specific data type but may or may not hold an actual value.; Not compulsory; left to personal choice; elective.
generally,Popularly or widely.; As a rule; usually.; Without reference to specific details.
portion,An allocated amount.; That which is divided off or separated, as a part from a whole; a separated part of anything.; One's fate; lot.
harm,Physical injury; hurt; damage; Emotional or figurative hurt; Detriment; misfortune.
agenda,A temporally organized plan for matters to be attended to.; A list of matters to be taken up (as at a meeting).; A notebook used to organize and maintain such plans or lists, an agenda book, an agenda planner.
bookstore,A store where books are bought and sold.
bibliography,A section of a written work containing citations, not quotations, to all the books referred to in the work.; A list of books or documents relevant to a particular subject or author.; The study of the history of books in terms of their classification, printing and publication.
fourteenth,The person or thing in the fourteenth position.; One of fourteen equal parts of a whole.; The interval comprising an octave and a seventh.
enormous,Deviating from the norm; unusual, extraordinary.; Exceedingly wicked; atrocious or outrageous.; Extremely large; greatly exceeding the common size, extent, etc.
humidity,Dampness, especially that of the air.; The amount of water vapour in the air.
continuous,Without stopping; without a break, cessation, or interruption; Without intervening space; continued; Not deviating or varying from uniformity; not interrupted; not joined or articulated.
logic,A method of human thought that involves thinking in a linear, step-by-step manner about how a problem can be solved. Logic is the basis of many principles including the scientific method.; The study of the principles and criteria of valid inference and demonstration.; The mathematical study of relationships between rigorously defined concepts and of mathematical proof of statements.
prospective,The scene before or around, in time or in space; view; prospect.; A perspective glass.; (often plural) A prospective (potential) member, student, employee, date, partner, etc.
highly,In a high or esteemed manner.; Extremely; greatly; very much.
contain,To hold inside.; To include as a part.; To put constraint upon; to restrain; to confine; to keep within bounds.
orchestra,A large group of musicians who play together on various instruments, usually including some from strings, woodwind, brass and/or percussion; the instruments played by such a group.; A semicircular space in front of the stage used by the chorus in Ancient Greek and Hellenistic theatres.; The area in a theatre or concert hall where the musicians sit, immediately in front of and below the stage, sometimes (also) used by other performers.
urbanisation,The process of the formation and growth of cities; The change in a country or region when its population migrates from rural to urban areas; The proportion of a region's population that live in towns and cities; the rate at which this proportion is growing
apply,To lay or place; to put (one thing to another); To put to use; to use or employ for a particular purpose, or in a particular case; To make use of, declare, or pronounce, as suitable, fitting, or relative
witness,Attestation of a fact or event; testimony.; One who sees or has personal knowledge of something.; Someone called to give evidence in a court.
accommodate,To render fit, suitable, or correspondent; to adapt.; To cause to come to agreement; to bring about harmony; to reconcile.; To provide housing for.
relatively,Proportionally, in relation to some larger scale thing.; Somewhat.
dissertation,A formal exposition of a subject, especially a research paper that students write in order to complete the requirements for a doctoral degree; a thesis.; A lengthy lecture on a subject; a treatise; a discourse; a sermon.
deduction,That which is deducted; that which is subtracted or removed; A sum that can be removed from tax calculations; something that is written off; A process of reasoning that moves from the general to the specific, in which a conclusion follows necessarily from the premises presented, so that the conclusion cannot be false if the premises are true.
conquer,To defeat in combat; to subjugate.; To acquire by force of arms, win in war.; To overcome an abstract obstacle.
revolution,A political upheaval in a government or nation state characterized by great change.; The removal and replacement of a government, especially by sudden violent action.; Rotation: the turning of an object around an axis.
possession,Control or occupancy of something for which one does not necessarily have private property rights.; Something that is owned.; Ownership; taking, holding, keeping something as one's own.
automatic,A car with automatic transmission.; A semi-automatic pistol.; Capable of operating without external control or intervention.
spontaneously,In a spontaneous manner; naturally; voluntarily.
contradict,To deny the truth of (a statement or statements).; To deny the truth of the statement(s) made by (a person).; To be contrary to (something).
criticise,To find fault (with something).; To evaluate (something), assessing its merits and faults.
presentation,The act of presenting, or something presented; A dramatic performance; An award given to someone on a special occasion
residence,The place where one lives; one's home.; A building used as a home.; The place where a corporation is established.
gain,The act of gaining; acquisition.; What is gained.; The factor by which a signal is multiplied.
quantity,A fundamental, generic term used when referring to the measurement (count, amount) of a scalar, vector, number of items or to some other way of denominating the value of a collection or group of items.; An indefinite amount of something.; A specific measured amount.
concentrate,A substance that is in a condensed form.; To bring to, or direct toward, a common center; to unite more closely; to gather into one body, mass, or force.; To increase the strength and diminish the bulk of, as of a liquid or an ore; to intensify, by getting rid of useless material; to condense.
posture,The way a person holds and positions their body.; A situation or condition.; One's attitude or the social or political position one takes towards an issue or another person.
step,An advance or movement made from one foot to the other; a pace.; A rest, or one of a set of rests, for the foot in ascending or descending, as a stair, or a rung of a ladder.; A distinct part of a process; stage; phase.
stage,A phase.; A platform; a surface, generally elevated, upon which show performances or other public events are given.; A floor or storey of a house.
statistics,A mathematical science concerned with data collection, presentation, analysis, and interpretation.; A systematic collection of data on measurements or observations, often related to demographic information such as population counts, incomes, population counts at different ages, etc.; A single item in a statistical study.
stock,A store or supply.; The capital raised by a company through the issue of shares. The total of shares held by an individual shareholder.; The raw material from which things are made; feedstock.
daily,Something that is produced, consumed, used, or done every day.; To drive an automobile frequently, on a daily basis, for regular and mundane tasks.; That occurs every day, or at least every working day
attitude,The position of the body or way of carrying oneself.; Disposition or state of mind.; The orientation of a vehicle or other object relative to the horizon, direction of motion, other objects, etc.
overwhelm,The state or condition of being overwhelmed.; To engulf, surge over and submerge.; To overpower, crush.
conduct,The act or method of controlling or directing; Skillful guidance or management; leadership; Behaviour; the manner of behaving
globally,In all places or situations.; Over the entire planet.
consume,To use up.; To eat.; To completely occupy the thoughts or attention of.
artistic,Having or revealing creative skill.; Relating to or characteristic of art or artists.; Aesthetically pleasing.
former,Previous.; First of aforementioned two items. Used with the, often without a noun.; Someone who forms something; a maker; a creator or founder.
offer,A proposal that has been made.; Something put forth, bid, proffered or tendered.; An invitation to enter into a binding contract communicated to another party which contains terms sufficiently definite to create an enforceable contract if the other party accepts the invitation.
structure,A cohesive whole built up of distinct parts.; The underlying shape of a solid.; The overall form or organization of something.
barn,A building, often found on a farm, used for storage or keeping animals such as cattle.; A unit of surface area equal to 10−28 square metres.; An arena.
canteen,A small cafeteria or snack bar, especially one in a military establishment, school, or place of work.; A temporary or mobile café used in an emergency or on a film location etc.; A box with compartments for storing eating utensils, silverware etc.
organisational,Of, relating to, or produced by an organization.; Relating to the action of organizing something.
gather,A plait or fold in cloth, made by drawing a thread through it; a pucker.; The inclination forward of the axle journals to keep the wheels from working outward.; The soffit or under surface of the masonry required in gathering. See gather (transitive verb).
semester,Half of a school year or academic year such as fall or spring semester.; A period or term of six months.
scientist,One whose activities make use of the scientific method to answer questions regarding the measurable universe. A scientist may be involved in original research, or make use of the results of the research of others.
explanation,The act or process of explaining.; Something that explains, makes understandable.; A resolution of disputed points pursuant to discussion; a mutual clarification of disputed points; reconciliation.
fieldwork,Work done out in the fields as opposed to that done elsewhere on the farm (e.g., barn, house, outbuildings, office).; Work done out in the real world rather than in controlled conditions; (in scientific research) The collection of raw data in the field, field research, field study, field studies.
deepen,To make deep or deeper; To make darker or more intense; to darken; To make more poignant or affecting; to increase in degree
useable,Capable of being used.; Easy to use; exhibiting good usability.; Homosexual
reward,Something of value given in return for an act.; A prize promised for a certain deed or catch; The result of an action, whether good or bad.
insufficient,Not sufficient.
manufacturer,One that manufactures
accept,To receive, especially with a consent, with favour, or with approval.; To admit to a place or a group.; To regard as proper, usual, true, or to believe in.
renovation,An act, or the process, of renovating.; Regeneration.
property,Something that is owned.; A piece of real estate, such as a parcel of land.; Real estate; the business of selling houses.
fluency,The quality of smoothness of flow.; The quality of being fluent in a language; A person's command of a particular language.; The quality of consistently applying skill correctly in the manner of one well-practiced at it, requiring little deliberate thought to perform without mistakes
despite,Disdain, contemptuous feelings, hatred.; Action or behaviour displaying such feelings; an outrage, insult.; Evil feeling; malice, spite.
cart,A small, open, wheeled vehicle, drawn or pushed by a person or animal, more often used for transporting goods than passengers.; A small motor vehicle resembling a car; a go-cart.; A shopping cart.
progressively,In a progressive manner.; As part of a progression.
candidate,A person who is running in an election.; A person who is applying for a job.; A participant in an examination.
entire,The whole of something; the entirety.; An uncastrated horse; a stallion.; A complete envelope with stamps and all official markings: (prior to the use of envelopes) a page folded and posted.
industrialise,(of a country) To develop industry; to become industrial.; (of a process) To organize along industrial lines.
acknowledge,To admit the knowledge of; to recognize as a fact or truth; to declare one's belief in; To own or recognize in a particular quality, character or relationship; to admit the claims or authority of; to give recognition to.; To be grateful of (e.g. a benefit or a favour)
oil,Liquid fat.; Petroleum-based liquid used as fuel or lubricant.; An oil painting.
driver,One who drives something, in any sense of the verb to drive.; Something that drives something, in any sense of the verb to drive.; A person who drives a motorized vehicle such as a car or a bus.
renowned,Famous, celebrated, or well-known.
philosopher,A lover of wisdom.; A student of philosophy.; A scholar or expert engaged in or contributing to philosophical inquiry.
dine,Dinnertime; To eat; to eat dinner or supper.; To give a dinner to; to furnish with the chief meal; to feed.
participate,To join in, to take part, to involve oneself (in something).; To share, share in (something).; To share (something) with others; to transfer (something) to or unto others.
chief,A leader or head of a group of people, organisation, etc.; The top part of a shield or escutcheon; more specifically, an ordinary consisting of the upper part of the field cut off by a horizontal line, generally occupying the top third.; The principal part or top of anything.
stationery,Writing materials, envelopes, office materials
mechanical,Manually created layout of artwork that is camera ready for photographic reproduction.; One who does manual labor, especially one who is similar to Shakespeare's rude mechanicals; A robot or mechanical creature.
expand,To change (something) from a smaller form and/or size to a larger one; to spread out or lay open.; To increase the extent, number, volume or scope of (something).; To express (something) at length and/or in detail.
agricultural,A product or commodity from agriculture.; Of or pertaining to agriculture; As if played with a scythe
least,Something of the smallest possible extent; an indivisible unit.; Used for forming superlatives of adjectives, especially those that do not form the superlative by adding -est.; In the smallest or lowest degree; in a degree below all others.
beneficial,Something that is beneficial.; Helpful or good to something or someone.; Relating to a benefice.
extreme,The greatest or utmost point, degree or condition.; Each of the things at opposite ends of a range or scale.; A drastic expedient.
plight,A dire or unfortunate situation.; A (neutral) condition or state.; Good health.
conceive,To develop an idea; to form in the mind; to plan; to devise; to originate.; To understand (someone).; To become pregnant (with).
essay,(authorship) A written composition of moderate length, exploring a particular issue or subject.; A test, experiment; an assay.; An attempt.
final,A final examination; a test or examination given at the end of a term or class; the test that concludes a class.; The last round, game or match in a contest, after which the winner is determined.; A contest that narrows a field of contestants (finalists) to ranked positions, usually in numbered places (1st place/prize, 2nd place/prize, etc.) or a winner and numbered runners-up (1st runner-up, etc.).
expense,A spending or consuming, often a disbursement of funds.; The elimination or consumption of something, sometimes with the notion of loss or damage to the thing eliminated.; Loss.
organic,An organic compound.; An organic food.; A living organism, as opposed to a robot or hologram.
moment,A brief, unspecified amount of time.; The smallest portion of time; an instant.; Weight or importance.
absorb,To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.; To engulf, as in water; to swallow up.; To suck up; to drink in; to imbibe, like a sponge or as the lacteals of the body; to chemically take in.
schedule,A slip of paper; a short note.; A written or printed table of information, often forming an annex or appendix to a statute or other regulatory instrument, or to a legal contract.; A serial record of items, systematically arranged.
internal,Inside of something; Within the body; Concerned with the domestic affairs of a nation, state or other political community.
imagination,The image-making power of the mind; the act of mentally creating or reproducing an object not previously perceived; the ability to create such images.; Particularly, construction of false images; fantasizing.; Creativity; resourcefulness.
organise,To arrange in working order.; To constitute in parts, each having a special function, act, office, or relation; to systematize.; (chiefly used in the past participle) To furnish with organs; to give an organic structure to; to endow with capacity for the functions of life
container,Someone who contains; something that contains.; An item in which objects, materials or data can be stored or transported.; A very large, typically metal, box used for transporting goods.
relevant,Directly related, connected, or pertinent to a topic.; Not out of date; current.
tourism,The act of travelling or sightseeing, particularly away from one's home.; The industry in which such travels and sightseeing are organized.; Collectively, the tourists visiting a place or landmark.
engineer,A person who is qualified or professionally engaged in any branch of engineering.; A title given to an engineer.; A person who controls motion of substance (such as a locomotive).
raw,(sugar refining, sugar trade) An unprocessed sugar; a batch of such.; A galled place; an inveterate sore.; (by extension) A point about which a person is particularly sensitive.
freedom,The state of being free, of not being imprisoned or enslaved.; The lack of a specific constraint, or of constraints in general; a state of being free, unconstrained.; Frankness; openness; unreservedness.
jam,A sweet mixture of fruit boiled with sugar and allowed to congeal. Often spread on bread or toast or used in jam tarts.; A difficult situation.; Blockage, congestion.
norm,That which is normal or typical.; A rule that is enforced by members of a community.; A sentence with non-descriptive meaning, such as a command, permission or prohibition.
predominant,A subdominant.; Common or widespread; prevalent.; Significant or important; dominant.
desirable,A thing that people want; something that is desirable.; Worthy to be desired; pleasing; agreeable.
allergic,A person with a tendency to having allergies; a person with multiple or severe allergies.; Of or pertaining to allergy.; Having an allergy.
enquiry,A question.; Search for truth, information or knowledge.
solution,A homogeneous mixture, which may be liquid, gas or solid, formed by dissolving one or more substances.; An act, plan or other means, used or proposed, to solve a problem.; The answer to a problem.
scientific,Of, or having to do with science.; Having the quality of being derived from, or consistent with, the scientific method.; In accord with procedures, methods, conduct and accepted conventions of modern science.
switch,A bundle of thin sticks, typically made of wood, sometimes bond in such a way that binding can be moved so that it varies the tightness of the binding.; A device to turn electric current on and off or direct its flow.; A change or exchange.
current,The generally unidirectional movement of a gas or fluid.; The part of a fluid that moves continuously in a certain direction, especially short for ocean current.; The time rate of flow of electric charge.
optimism,A tendency to expect the best, or at least, a favourable outcome; The doctrine that this world is the best of all possible worlds; The belief that good will eventually triumph over evil
excursion,A brief recreational trip; a journey out of the usual way.; A wandering from the main subject: a digression.; A deviation in pitch, for example in the syllables of enthusiastic speech.
batch,The quantity of bread or other baked goods baked at one time.; (by extension) A quantity of anything produced at one operation.; A group or collection of things of the same kind, such as a batch of letters or the next batch of business.
likelihood,The probability of a specified outcome; the chance of something happening; probability; the state or degree of being probable.; The probability that some fixed outcome was generated by a random distribution with a specific parameter.; Likeness, resemblance.
southeastern,Of or pertaining to the southeast.
elevator,Anything that raises or uplifts.; A permanent construction with a built-in platform that is lifted vertically, used to transport people and goods.; A silo used for storing wheat, corn or other grain (grain elevator)
unavoidable,Something that cannot be avoided.; Impossible to avoid; bound to happen.; Not voidable; incapable of being made null or void.
production,The act of producing, making or creating something.; The act of bringing something forward, out etc. for use or consideration.; The act of being produced.
frequent,Done or occurring often; common.; Occurring at short intervals.; Addicted to any course of conduct; inclined to indulge in any practice; habitual; persistent.
efficiency,The extent to which time is well used for the intended task.; The quality of producing an effect or effects.; The extent to which a resource, such as electricity, is used for the intended purpose; the ratio of useful work to energy expended.
strategy,The science and art of military command as applied to the overall planning and conduct of warfare.; A plan of action intended to accomplish a specific goal.; The use of advance planning to succeed in politics or business.
exploration,The process of exploring.; The process of penetrating, or ranging over for purposes of (especially geographical) discovery.; The (pre-)mining process of finding and determining commercially viable ore deposits (after prospecting), also called mineral exploration.
disease,An abnormal condition of a human, animal or plant that causes discomfort or dysfunction; distinct from injury insofar as the latter is usually instantaneously acquired.; (by extension) Any abnormal or harmful condition, as of society, people's attitudes, way of living etc.; Lack of ease; uneasiness; trouble; vexation; disquiet.
wave,To move back and forth repeatedly and somewhat loosely.; To move one’s hand back and forth (generally above the shoulders) in greeting or departure.; (metonymic) To call attention to, or give a direction or command to, by a waving motion, as of the hand; to signify by waving; to beckon; to signal; to indicate.
infect,To bring into contact with a substance that causes illness (a pathogen).; To make somebody enthusiastic about one's own passion.; Infected.
statistical,Of or pertaining to statistics.
gravity,The state or condition of having weight; weight; heaviness.; The state or condition of being grave; seriousness.; The lowness of a note.
mar,A blemish.; To spoil; to ruin; to scathe; to damage.; A small lake.
compute,Computational power; To reckon or calculate.; To make sense.
deadline,A time limit in the form of a date on or before which something must be completed.; A guideline marked on a plate for a printing press.; A line that does not move.
curriculum,The set of courses, coursework, and their content, offered at a school or university.; A racecourse; a place for running.
exotic,An organism that is exotic to an environment.; An exotic dancer; a stripteaser.; Any exotic particle.
devolution,A rolling down.; A descent, especially one that passes through a series of revolutions, or by succession; The transference of a right to a successor, or of a power from one body to another.
seminar,A class held for advanced studies in which students meet regularly to discuss original research, under the guidance of a professor.; A meeting held for the exchange of useful information by members of a common business community.
illustration,The act of illustrating; the act of making clear and distinct; education; also, the state of being illustrated, or of being made clear and distinct.; That which illustrates; a comparison or example intended to make clear or apprehensible, or to remove obscurity.; A picture designed to decorate a volume or elucidate a literary work.
identify,To establish the identity of someone or something.; To disclose the identity of someone.; To establish the taxonomic classification of an organism.
define,A kind of macro in source code that replaces one text string with another wherever it occurs.; To determine with precision; to mark out with distinctness; to ascertain or exhibit clearly.; To settle, decide (an argument etc.)
